timestamp,wall_time,status,x,y,yaw,has_icp_pose
1779885610.5999627,2026-05-27T20:40:10.599964,0,0.2462,2.5834,1.5849,0
1779885610.7032564,2026-05-27T20:40:10.703257,0,0.2461,2.5837,1.5850,0
1779885610.8009603,2026-05-27T20:40:10.800961,0,0.2461,2.5839,1.5851,0
1779885610.9011586,2026-05-27T20:40:10.901160,0,0.2463,2.5841,1.5852,0
1779885610.9987366,2026-05-27T20:40:10.998738,0,0.2467,2.5840,1.5854,0
1779885611.1010976,2026-05-27T20:40:11.101099,0,0.2468,2.5839,1.5855,0
1779885611.2006345,2026-05-27T20:40:11.200635,0,0.2469,2.5843,1.5855,0
1779885611.299453,2026-05-27T20:40:11.299454,0,0.2469,2.5846,1.5855,0
1779885611.4005527,2026-05-27T20:40:11.400554,0,0.2469,2.5846,1.5855,0
1779885611.5016627,2026-05-27T20:40:11.501664,0,0.2467,2.5846,1.5857,0
1779885611.601147,2026-05-27T20:40:11.601148,0,0.2469,2.5848,1.5858,0
1779885611.7010179,2026-05-27T20:40:11.701019,0,0.2464,2.5847,1.5856,0
1779885611.800589,2026-05-27T20:40:11.800590,0,0.2459,2.5844,1.5855,0
1779885611.900015,2026-05-27T20:40:11.900016,0,0.2456,2.5843,1.5856,0
1779885612.0026808,2026-05-27T20:40:12.002682,0,0.2455,2.5844,1.5856,0
1779885612.1005492,2026-05-27T20:40:12.100550,0,0.2455,2.5844,1.5856,0
1779885612.1994898,2026-05-27T20:40:12.199491,0,0.2460,2.5841,1.5857,0
1779885612.3017008,2026-05-27T20:40:12.301702,0,0.2463,2.5838,1.5858,0
1779885612.400722,2026-05-27T20:40:12.400724,0,0.2462,2.5833,1.5857,0
1779885612.500869,2026-05-27T20:40:12.500871,0,0.2463,2.5828,1.5857,0
1779885612.6000183,2026-05-27T20:40:12.600019,0,0.2464,2.5823,1.5858,0
1779885612.7025268,2026-05-27T20:40:12.702528,0,0.2465,2.5822,1.5858,0
1779885612.8026173,2026-05-27T20:40:12.802619,0,0.2467,2.5825,1.5858,0
1779885612.9013343,2026-05-27T20:40:12.901336,0,0.2463,2.5830,1.5858,0
1779885612.9986157,2026-05-27T20:40:12.998617,0,0.2462,2.5834,1.5858,0
1779885613.102218,2026-05-27T20:40:13.102219,0,0.2464,2.5838,1.5859,0
1779885613.2008955,2026-05-27T20:40:13.200896,0,0.2464,2.5838,1.5859,0
1779885613.3005586,2026-05-27T20:40:13.300560,0,0.2470,2.5842,1.5861,0
1779885613.40073,2026-05-27T20:40:13.400731,0,0.2471,2.5839,1.5860,0
1779885613.500115,2026-05-27T20:40:13.500116,0,0.2472,2.5838,1.5860,0
1779885613.6024609,2026-05-27T20:40:13.602462,0,0.2472,2.5838,1.5860,0
1779885613.70054,2026-05-27T20:40:13.700541,0,0.2467,2.5837,1.5859,0
1779885613.803124,2026-05-27T20:40:13.803125,0,0.2463,2.5838,1.5859,0
1779885613.9021597,2026-05-27T20:40:13.902161,0,0.2458,2.5838,1.5858,0
1779885614.0001075,2026-05-27T20:40:14.000109,0,0.2455,2.5839,1.5858,0
1779885614.1040258,2026-05-27T20:40:14.104027,0,0.2456,2.5838,1.5857,0
1779885614.2019887,2026-05-27T20:40:14.201990,0,0.2455,2.5837,1.5857,0
1779885614.29954,2026-05-27T20:40:14.299541,0,0.2454,2.5836,1.5857,0
1779885614.399349,2026-05-27T20:40:14.399350,0,0.2454,2.5837,1.5857,0
1779885614.5016387,2026-05-27T20:40:14.501639,0,0.2460,2.5836,1.5859,0
1779885614.6024134,2026-05-27T20:40:14.602414,0,0.2462,2.5834,1.5860,0
1779885614.7060437,2026-05-27T20:40:14.706045,0,0.2463,2.5834,1.5860,0
1779885614.8002913,2026-05-27T20:40:14.800292,0,0.2464,2.5830,1.5859,0
1779885614.899718,2026-05-27T20:40:14.899719,0,0.2463,2.5829,1.5858,0
1779885615.004999,2026-05-27T20:40:15.005000,0,0.2462,2.5828,1.5859,0
1779885615.100452,2026-05-27T20:40:15.100453,0,0.2462,2.5828,1.5859,0
1779885615.2030373,2026-05-27T20:40:15.203038,0,0.2463,2.5827,1.5858,0
1779885615.298377,2026-05-27T20:40:15.298378,0,0.2468,2.5827,1.5859,0
1779885615.4006765,2026-05-27T20:40:15.400678,0,0.2471,2.5827,1.5859,0
1779885615.5023794,2026-05-27T20:40:15.502381,0,0.2471,2.5827,1.5859,0
1779885615.6015532,2026-05-27T20:40:15.601554,0,0.2470,2.5833,1.5857,0
1779885615.7006316,2026-05-27T20:40:15.700632,0,0.2468,2.5836,1.5856,0
1779885615.799933,2026-05-27T20:40:15.799934,0,0.2468,2.5837,1.5857,0
1779885615.900316,2026-05-27T20:40:15.900317,0,0.2472,2.5836,1.5857,0
1779885616.0026832,2026-05-27T20:40:16.002684,0,0.2469,2.5838,1.5857,0
1779885616.1031542,2026-05-27T20:40:16.103156,0,0.2466,2.5839,1.5856,0
1779885616.2014828,2026-05-27T20:40:16.201485,0,0.2464,2.5841,1.5856,0
1779885616.300992,2026-05-27T20:40:16.300993,0,0.2462,2.5842,1.5855,0
1779885616.4039245,2026-05-27T20:40:16.403926,0,0.2460,2.5840,1.5856,0
1779885616.4999182,2026-05-27T20:40:16.499919,0,0.2459,2.5837,1.5855,0
1779885616.6031914,2026-05-27T20:40:16.603192,0,0.2455,2.5834,1.5854,0
1779885616.699537,2026-05-27T20:40:16.699538,0,0.2454,2.5830,1.5854,0
1779885616.804537,2026-05-27T20:40:16.804538,0,0.2453,2.5830,1.5854,0
1779885616.9025383,2026-05-27T20:40:16.902540,0,0.2453,2.5830,1.5854,0
1779885617.046345,2026-05-27T20:40:17.046346,0,0.2447,2.5834,1.5852,0
1779885617.107923,2026-05-27T20:40:17.107924,0,0.2446,2.5838,1.5851,0
1779885617.2007468,2026-05-27T20:40:17.200748,0,0.2447,2.5840,1.5851,0
1779885617.3001447,2026-05-27T20:40:17.300146,0,0.2449,2.5842,1.5851,0
1779885617.4014983,2026-05-27T20:40:17.401499,0,0.2450,2.5841,1.5851,0
1779885617.5011833,2026-05-27T20:40:17.501185,0,0.2452,2.5841,1.5852,0
1779885617.6015737,2026-05-27T20:40:17.601575,0,0.2455,2.5842,1.5852,0
1779885617.7000072,2026-05-27T20:40:17.700010,1,0.2455,2.5842,1.5852,0
1779885617.7965195,2026-05-27T20:40:17.796521,1,0.2455,2.5842,1.5852,0
1779885617.8969622,2026-05-27T20:40:17.896964,1,0.2455,2.5842,1.5852,0
1779885617.9978356,2026-05-27T20:40:17.997837,1,0.2455,2.5842,1.5852,0
1779885618.09571,2026-05-27T20:40:18.095712,1,0.2455,2.5842,1.5852,0
1779885618.1955283,2026-05-27T20:40:18.195530,1,0.2455,2.5842,1.5852,0
1779885618.2974193,2026-05-27T20:40:18.297420,1,0.2455,2.5842,1.5852,0
1779885618.3966815,2026-05-27T20:40:18.396683,1,0.2455,2.5842,1.5852,0
1779885618.4974728,2026-05-27T20:40:18.497474,1,0.2455,2.5842,1.5852,0
1779885618.5955563,2026-05-27T20:40:18.595557,1,0.2455,2.5842,1.5852,0
1779885618.6967797,2026-05-27T20:40:18.696781,1,0.2455,2.5842,1.5852,0
1779885618.7967772,2026-05-27T20:40:18.796779,1,0.2455,2.5842,1.5852,0
1779885618.8959014,2026-05-27T20:40:18.895903,1,0.2455,2.5842,1.5852,0
1779885618.9972231,2026-05-27T20:40:18.997224,1,0.2455,2.5842,1.5852,0
1779885619.0991986,2026-05-27T20:40:19.099200,1,0.2455,2.5842,1.5852,0
1779885619.1980307,2026-05-27T20:40:19.198032,1,0.2455,2.5842,1.5852,0
1779885619.2981641,2026-05-27T20:40:19.298165,1,0.2455,2.5842,1.5852,0
1779885619.3967812,2026-05-27T20:40:19.396783,1,0.2455,2.5842,1.5852,0
1779885619.4969428,2026-05-27T20:40:19.496944,1,0.2455,2.5842,1.5852,0
1779885619.597517,2026-05-27T20:40:19.597519,1,0.2455,2.5842,1.5852,0
1779885619.6982913,2026-05-27T20:40:19.698292,1,0.2455,2.5842,1.5852,0
1779885619.7963583,2026-05-27T20:40:19.796360,1,0.2455,2.5842,1.5852,0
