timestamp,wall_time,status,x,y,yaw,has_icp_pose
1779884141.5647306,2026-05-27T20:15:41.564732,0,0.2464,2.5773,1.5850,0
1779884141.664791,2026-05-27T20:15:41.664792,0,0.2466,2.5773,1.5851,0
1779884141.766334,2026-05-27T20:15:41.766335,0,0.2468,2.5771,1.5850,0
1779884141.8632796,2026-05-27T20:15:41.863281,0,0.2469,2.5771,1.5850,0
1779884141.9665642,2026-05-27T20:15:41.966565,0,0.2468,2.5773,1.5850,0
1779884142.0630012,2026-05-27T20:15:42.063002,0,0.2463,2.5777,1.5851,0
1779884142.1660705,2026-05-27T20:15:42.166072,0,0.2462,2.5782,1.5850,0
1779884142.263159,2026-05-27T20:15:42.263160,0,0.2461,2.5786,1.5850,0
1779884142.363116,2026-05-27T20:15:42.363117,0,0.2460,2.5789,1.5850,0
1779884142.46528,2026-05-27T20:15:42.465281,0,0.2463,2.5789,1.5850,0
1779884142.5651083,2026-05-27T20:15:42.565109,0,0.2465,2.5786,1.5850,0
1779884142.6633317,2026-05-27T20:15:42.663333,0,0.2465,2.5787,1.5850,0
1779884142.7655523,2026-05-27T20:15:42.765553,0,0.2467,2.5786,1.5849,0
1779884142.8620675,2026-05-27T20:15:42.862069,0,0.2467,2.5786,1.5849,0
1779884142.9614344,2026-05-27T20:15:42.961435,0,0.2464,2.5790,1.5849,0
1779884143.0689857,2026-05-27T20:15:43.068987,0,0.2462,2.5794,1.5849,0
1779884143.1627183,2026-05-27T20:15:43.162719,0,0.2463,2.5796,1.5850,0
1779884143.2628045,2026-05-27T20:15:43.262806,0,0.2459,2.5801,1.5850,0
1779884143.36363,2026-05-27T20:15:43.363631,0,0.2457,2.5801,1.5850,0
1779884143.463219,2026-05-27T20:15:43.463222,0,0.2458,2.5798,1.5851,0
1779884143.562553,2026-05-27T20:15:43.562554,0,0.2462,2.5795,1.5851,0
1779884143.6686544,2026-05-27T20:15:43.668656,0,0.2465,2.5794,1.5852,0
1779884143.7659776,2026-05-27T20:15:43.765979,0,0.2469,2.5794,1.5852,0
1779884143.8643742,2026-05-27T20:15:43.864376,0,0.2472,2.5796,1.5851,0
1779884143.9636316,2026-05-27T20:15:43.963632,0,0.2475,2.5795,1.5853,0
1779884144.0638134,2026-05-27T20:15:44.063814,0,0.2478,2.5796,1.5854,0
1779884144.1659524,2026-05-27T20:15:44.165954,0,0.2482,2.5795,1.5856,0
1779884144.2677212,2026-05-27T20:15:44.267723,0,0.2482,2.5794,1.5857,0
1779884144.367641,2026-05-27T20:15:44.367642,0,0.2482,2.5794,1.5857,0
1779884144.5124154,2026-05-27T20:15:44.512417,0,0.2478,2.5792,1.5857,0
1779884144.571612,2026-05-27T20:15:44.571613,0,0.2477,2.5792,1.5858,0
1779884144.6645737,2026-05-27T20:15:44.664575,0,0.2475,2.5792,1.5857,0
1779884144.7669616,2026-05-27T20:15:44.766963,0,0.2471,2.5791,1.5857,0
1779884144.8655365,2026-05-27T20:15:44.865538,0,0.2471,2.5790,1.5856,0
1779884144.965844,2026-05-27T20:15:44.965845,0,0.2474,2.5785,1.5856,0
1779884145.0639741,2026-05-27T20:15:45.063975,0,0.2478,2.5781,1.5857,0
1779884145.1662922,2026-05-27T20:15:45.166294,1,0.2478,2.5781,1.5857,0
,2026-05-27T20:15:45.227578,FORCE_LOST,0.24777503311634064,2.5780961513519287,1.585654854774475,
1779884145.2617025,2026-05-27T20:15:45.261704,1,0.2478,2.5781,1.5857,0
1779884145.3590586,2026-05-27T20:15:45.359060,1,0.2478,2.5781,1.5857,0
1779884145.4613235,2026-05-27T20:15:45.461326,1,0.2478,2.5781,1.5857,0
1779884145.5588949,2026-05-27T20:15:45.558896,1,0.2478,2.5781,1.5857,0
1779884145.6600845,2026-05-27T20:15:45.660086,1,0.2478,2.5781,1.5857,0
1779884145.7596745,2026-05-27T20:15:45.759677,1,0.2478,2.5781,1.5857,0
1779884145.8600721,2026-05-27T20:15:45.860073,1,0.2478,2.5781,1.5857,0
1779884145.9598455,2026-05-27T20:15:45.959847,1,0.2478,2.5781,1.5857,0
1779884146.060579,2026-05-27T20:15:46.060580,1,0.2478,2.5781,1.5857,0
1779884146.1585708,2026-05-27T20:15:46.158572,1,0.2478,2.5781,1.5857,0
1779884146.2624311,2026-05-27T20:15:46.262433,1,0.2478,2.5781,1.5857,0
1779884146.3611429,2026-05-27T20:15:46.361144,1,0.2478,2.5781,1.5857,0
1779884146.4613047,2026-05-27T20:15:46.461306,1,0.2478,2.5781,1.5857,0
1779884146.5606148,2026-05-27T20:15:46.560617,1,0.2478,2.5781,1.5857,0
1779884146.6594574,2026-05-27T20:15:46.659459,1,0.2478,2.5781,1.5857,0
1779884146.7596686,2026-05-27T20:15:46.759670,1,0.2478,2.5781,1.5857,0
1779884146.8594284,2026-05-27T20:15:46.859430,1,0.2478,2.5781,1.5857,0
1779884146.9610102,2026-05-27T20:15:46.961011,1,0.2478,2.5781,1.5857,0
1779884147.0592387,2026-05-27T20:15:47.059240,1,0.2478,2.5781,1.5857,0
1779884147.1603324,2026-05-27T20:15:47.160334,1,0.2478,2.5781,1.5857,0
1779884147.26134,2026-05-27T20:15:47.261341,1,0.2478,2.5781,1.5857,0
1779884147.3593445,2026-05-27T20:15:47.359346,1,0.2478,2.5781,1.5857,0
1779884147.4590585,2026-05-27T20:15:47.459060,1,0.2478,2.5781,1.5857,0
1779884147.5610065,2026-05-27T20:15:47.561008,1,0.2478,2.5781,1.5857,0
1779884147.7160275,2026-05-27T20:15:47.716029,1,0.2478,2.5781,1.5857,1
1779884147.766992,2026-05-27T20:15:47.766993,0,0.2502,2.6021,1.5832,0
1779884147.867093,2026-05-27T20:15:47.867094,0,0.2515,2.6001,1.5842,0
1779884147.968044,2026-05-27T20:15:47.968046,0,0.2515,2.6001,1.5842,0
1779884148.0668938,2026-05-27T20:15:48.066895,0,0.2516,2.5995,1.5843,0
1779884148.1681874,2026-05-27T20:15:48.168189,0,0.2517,2.5986,1.5843,0
1779884148.269919,2026-05-27T20:15:48.269920,0,0.2518,2.5977,1.5845,0
1779884148.3664634,2026-05-27T20:15:48.366465,0,0.2516,2.5963,1.5846,0
1779884148.4666388,2026-05-27T20:15:48.466641,0,0.2516,2.5963,1.5846,0
1779884148.5658355,2026-05-27T20:15:48.565837,0,0.2510,2.5943,1.5846,0
1779884148.66648,2026-05-27T20:15:48.666481,0,0.2508,2.5934,1.5846,0
1779884148.7665243,2026-05-27T20:15:48.766526,0,0.2508,2.5934,1.5846,0
1779884148.8665054,2026-05-27T20:15:48.866506,0,0.2501,2.5920,1.5846,0
1779884148.9656372,2026-05-27T20:15:48.965638,0,0.2496,2.5914,1.5846,0
1779884149.0654173,2026-05-27T20:15:49.065419,0,0.2496,2.5914,1.5846,0
1779884149.1682682,2026-05-27T20:15:49.168270,0,0.2493,2.5902,1.5847,0
1779884149.2651892,2026-05-27T20:15:49.265191,1,0.2493,2.5902,1.5847,0
1779884149.3616614,2026-05-27T20:15:49.361663,0,0.2493,2.5902,1.5847,0
1779884149.469517,2026-05-27T20:15:49.469518,0,0.2256,2.5800,1.5771,0
1779884149.567072,2026-05-27T20:15:49.567073,0,0.2261,2.5799,1.5773,0
1779884149.6646407,2026-05-27T20:15:49.664642,0,0.2270,2.5799,1.5777,0
1779884149.7649646,2026-05-27T20:15:49.764966,1,0.2270,2.5799,1.5777,0
1779884149.8612988,2026-05-27T20:15:49.861300,0,0.2243,2.5852,1.5814,0
