timestamp,x,y,yaw
1779877190.731164455,-13.356507,7.967000,0.137957
1779877190.750157595,-13.356507,7.967000,0.137957
1779877190.790129900,-13.418442,7.723361,0.156692
1779877191.190063953,-13.640498,6.698617,0.234318
1779877192.189899206,-13.836325,3.907896,0.438313
1779877193.229713678,-13.422819,0.844362,0.661981
1779877193.429700851,-13.254620,0.206080,0.708501
1779877193.789621830,-12.809991,-1.079274,0.804713
1779877193.909496307,-12.681338,-1.385691,0.828482
1779877194.069546461,-13.031285,-1.473380,0.877269
1779877194.249548674,-12.243974,-2.297402,0.901695
1779877194.789464235,-11.134275,-4.051650,1.051835
1779877195.149377823,-10.463942,-4.869145,1.127890
1779877195.189375639,-10.220398,-5.138798,1.154055
1779877195.269309044,-9.973345,-5.408563,1.180407
1779877196.209160328,-7.518049,-7.419731,1.406482
1779877196.489070177,-6.626095,-7.950713,1.479189
1779877196.709195614,-6.035543,-8.254108,1.526617
1779877197.149106741,-4.814187,-8.770461,1.620918
1779877197.289095402,-4.164241,-8.994767,1.669581
1779877197.628909588,-3.212225,-9.255596,1.739434
1779877198.748733282,-1.643570,-10.406400,1.984534
1779877199.148751736,1.462301,-9.543500,2.076214
1779877199.908503056,3.951146,-9.041747,2.259399
1779877199.928650856,3.951146,-9.041747,2.259399
1779877199.948646545,3.951146,-9.041747,2.259399
1779877200.428479671,5.495401,-8.473675,2.377160
1779877200.448445559,5.495401,-8.473675,2.377160
1779877200.468448639,5.811451,-8.337410,2.402066
1779877200.788472176,6.702310,-7.876980,2.473856
1779877200.848413467,6.702310,-7.876980,2.473856
1779877200.908375263,6.999086,-7.709818,2.498290
1779877201.248413563,8.515175,-7.707244,2.564349
1779877201.788342714,9.084382,-6.192186,2.684857
1779877202.208146572,9.643209,-5.690882,2.738543
1779877202.408195496,10.158136,-5.243050,2.785487
1779877202.848062515,10.793211,-4.539715,2.852894
1779877203.308105469,11.301057,-3.883326,2.912802
1779877203.408039570,11.384233,-3.774970,2.922480
1779877203.667947054,11.498393,-3.590227,2.938270
1779877203.747890472,11.537623,-3.510667,2.944938
1779877204.028017998,11.727922,-3.260698,2.966447
1779877204.107958555,11.791461,-3.182462,2.973129
1779877204.377892256,11.973275,-2.933268,2.993886
1779877204.777833462,12.240142,-2.523326,3.027714
1779877204.857744217,12.240142,-2.523326,3.027714
1779877204.917682648,12.297023,-2.416929,3.036382
1779877205.257704258,12.442641,-2.096478,3.062704
1779877205.897647858,12.709481,-1.458204,3.115506
1779877207.057511330,13.002275,-0.791928,-3.117746
1779877207.157414675,13.003069,-0.780705,-3.116950
1779877207.457350254,13.009489,-0.743664,-3.113754
1779877207.497301817,13.028449,-0.734632,-3.112890
1779877207.577380657,13.037034,-0.724029,-3.111956
1779877208.617129326,13.107065,-0.584725,-3.101784
1779877208.917182922,13.131294,-0.474002,-3.093886
1779877209.057209492,13.141735,-0.437750,-3.091167
1779877209.177091599,13.170628,-0.336503,-3.083465
1779877209.317128420,13.191831,-0.271608,-3.078615
1779877209.817072868,13.274482,0.037744,-3.055326
1779877212.176599264,13.610421,1.539958,-2.943178
1779877212.496658325,13.626731,1.661756,-2.933918
1779877212.836602926,13.644813,1.780632,-2.924941
1779877213.036603689,13.667482,1.874941,-2.917755
1779877213.176432133,13.678205,1.942376,-2.912708
1779877213.376405001,13.682221,1.992543,-2.908999
1779877213.756469965,13.685309,2.057782,-2.904111
1779877213.796467543,13.694198,2.089199,-2.901817
1779877213.836437702,13.693679,2.089072,-2.901817
1779877213.936375856,13.700322,2.121573,-2.899459
1779877213.956366301,13.700322,2.121573,-2.899459
1779877214.796297550,13.725327,2.630524,-2.863413
1779877215.216106653,13.726828,3.179302,-2.822759
1779877215.916131258,13.687802,4.272731,-2.741294
1779877216.036044359,13.674585,4.408005,-2.731599
1779877216.716044903,13.610035,5.033188,-2.685222
1779877217.595762253,13.650724,5.068938,-2.682771
1779877217.895853281,13.699071,4.885953,-2.697361
1779877218.155784607,13.721703,4.647570,-2.715519
1779877218.895682096,13.827484,3.323292,-2.814502
1779877219.355511665,13.847842,2.569791,-2.870239
1779877219.375508308,13.847842,2.569791,-2.870239
1779877219.475595236,13.843086,2.364136,-2.885515
1779877219.835470676,13.772958,1.568251,-2.945601
1779877220.575402737,13.592365,0.268371,-3.045198
1779877220.935430765,13.553531,0.008895,-3.064778
1779877220.955388546,13.553531,0.008895,-3.064778
1779877220.995357990,13.548513,-0.012999,-3.066382
1779877221.135266781,13.544603,-0.040247,-3.068392
1779877221.335256577,2.699365,-0.866845,-3.080946
1779877221.375226974,13.472727,-0.335425,-3.090255
1779877221.455344439,13.472727,-0.335425,-3.090255
1779877221.755249500,13.390823,-0.604642,-3.111638
1779877222.015165329,13.382846,-0.648825,-3.115276
1779877222.135120630,13.379336,-0.664670,-3.116582
1779877222.215185165,13.375396,-0.681890,-3.117966
1779877222.235155344,13.375396,-0.681890,-3.117966
